timestamp,symbol,option_type,strike,expiry,bid,ask,last,volume,open_interest,impliedVolatility,pchangeinOpenInterest,totalBuyQuantity,totalSellQuantity,underlyingValue,underlying,identifier,pChange
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.40500.CALL,CALL,40500,26-Jun-25,15198.151128500605,15620.366771817726,15149.69827987147,33,5,19.78589168849317,-7.483162299,1483,1728,,,,0.5961395680525068
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.42000.CALL,CALL,42000,26-Jun-25,13507.316195115778,13969.26590318265,14118.11133761373,39,0,22.50990942418031,7.730327925230384,9745,1222,,,,1.4019203868354078
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.42500.CALL,CALL,42500,26-Jun-25,12645.381649373856,13795.545499844553,11147.334236800456,99,1,15.717886093432544,0.20669511363900206,8834,6478,,,,1.1224515521654594
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.43000.CALL,CALL,43000,26-Jun-25,12546.015855431877,13151.825559488532,13129.042151172085,9,110,29.26761235520649,9.796851411924042,8510,4982,,,,1.7822308847260242
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.43500.CALL,CALL,43500,26-Jun-25,11678.17023100902,12499.037095830397,11394.564208388148,25,0,34.46903410038722,-7.572535287,7240,1557,,,,1.549951781066646
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.44000.CALL,CALL,44000,26-Jun-25,11649.855592487922,11798.229821366669,12272.707431192008,78,36,22.37163616864082,6.3951320131451865,1863,8191,,,,-1.220198055
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.44500.CALL,CALL,44500,26-Jun-25,10767.042118823454,11661.893656487491,11101.447132249294,7,3,26.048801100175623,3.213287844843677,2269,4254,,,,0.9387064839213819
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.44900.CALL,CALL,44900,26-Jun-25,10530.58421556523,10940.596686246574,9343.619715172068,95,1,31.773995252065173,-4.574696561,3590,8782,,,,-0.834471961
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45000.CALL,CALL,45000,26-Jun-25,10766.850743858808,10705.186388023993,11176.010987049714,86,2020,34.81077535460538,7.846498368577819,3868,2659,,,,-1.890213985
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45100.CALL,CALL,45100,26-Jun-25,10343.540872517833,11119.06700411934,9200.778571917652,95,2,32.189965498629455,-3.740452859,5479,3140,,,,-1.282833827
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45200.CALL,CALL,45200,26-Jun-25,10059.46079303307,10800.584985665791,9070.328312312377,4,2,33.09103658,4.690562913580305,7424,7249,,,,-1.554786422
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45300.CALL,CALL,45300,26-Jun-25,10000.142321682724,10889.842811896344,8521.376389378991,20,3,33.965982990175036,-4.984547117,8253,3582,,,,0.7257713361962637
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45400.CALL,CALL,45400,26-Jun-25,9964.369274,10460.10980564621,8563.970121824703,0,3,24.595128437529766,-2.300017785,3373,2609,,,,1.1914393184000036
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45500.CALL,CALL,45500,26-Jun-25,9888.002955,10476.60066,5282.7209932687265,69,1,16.366961709422995,-8.027410793,9564,4451,,,,1.0246528362171587
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45600.CALL,CALL,45600,26-Jun-25,9945.601752613307,10454.58822345774,8549.249664202935,60,4,30.99689701367614,-0.688039579,2036,4416,,,,-1.243437205
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45700.CALL,CALL,45700,26-Jun-25,9635.998401293835,10395.58292591129,8507.408580743268,15,3,30.393875650222085,-6.772441139,1552,9178,,,,1.711436800928793
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45800.CALL,CALL,45800,26-Jun-25,9627.915770066338,10137.97213,8309.473150821757,79,4,26.109459765232256,9.346955699249538,1267,2674,,,,-0.390598136
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.45900.CALL,CALL,45900,26-Jun-25,9434.766287146844,10118.495398609575,8303.110793,0,4,15.434822282227994,-1.993376328,9943,5186,,,,-1.052313038
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46000.CALL,CALL,46000,26-Jun-25,9623.335571,9870.574349014823,10018.116139473961,89,431,22.45826544601374,8.409445125997543,8265,9041,,,,1.5523637900119405
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46100.CALL,CALL,46100,26-Jun-25,9203.088522388929,9858.004179842463,8237.515963426444,35,3,22.891320460994088,-5.585746364,7916,7576,,,,1.4785972345514473
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46200.CALL,CALL,46200,26-Jun-25,9278.559769241534,10009.150005689498,7745.262525162501,14,4,32.247620881722995,-3.402558195,5912,8528,,,,-0.026146659
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46300.CALL,CALL,46300,26-Jun-25,9280.618155,9791.535762237345,9412.343410935377,98,10,27.867857820301715,-5.78253379,5370,7511,,,,-1.143233136
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46400.CALL,CALL,46400,26-Jun-25,8855.464262685155,9679.364254838141,7626.609611992348,73,3,28.257893419816824,9.167973277496372,7682,9154,,,,-1.498146609
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46500.CALL,CALL,46500,26-Jun-25,9205.864052263818,9616.210496815198,8836.697905338924,0,9,16.690066957960674,-1.35045465,3751,6621,,,,-0.29045643
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46600.CALL,CALL,46600,26-Jun-25,8713.879346,9672.256835652952,4316.453645847735,0,0,29.76720377883075,8.662712272108834,4286,7190,,,,-0.396335416
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46700.CALL,CALL,46700,26-Jun-25,8983.946868,9714.061134,4230.509212315145,33,0,24.76754682146627,-9.60441799,9302,8424,,,,0.11727976768465354
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46800.CALL,CALL,46800,26-Jun-25,8495.944488148953,9467.228372151612,4098.426447173208,68,0,26.860682244036855,2.6203469462885884,6076,3585,,,,-1.558541175
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.46900.CALL,CALL,46900,26-Jun-25,8514.306060521734,9224.524431517897,3995.634130033948,63,1,25.353340667683543,1.0804130502541494,8277,9118,,,,0.005039959
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.47000.CALL,CALL,47000,26-Jun-25,8570.302257838883,8952.058038030438,8938.598903430533,42,327,29.89365994567906,-1.783827778,7926,2470,,,,-0.914197875
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.47100.CALL,CALL,47100,26-Jun-25,8541.568676412682,9095.126092748562,3977.959495,46,5,25.808996375755292,8.130366829358039,2494,9866,,,,0.5312072094262885
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.47200.CALL,CALL,47200,26-Jun-25,8319.606719761285,8902.964949933516,8354.736826411116,80,2,28.081890536034646,-3.478893031,6290,1633,,,,0.9215932843911885
6/18/25 12:00,BANKNIFTY.NSE.OPT.26Jun2025.47300.CALL,CALL,47300,26-Jun-25,8433.934968830761,8798.469840129143,8764.67165,24,5,16.77816486836228,-3.376785949,7749,9434,,,,0.555729267
